일자,시가,고가,저가,종가,종가 단순 5,10,20,60,120,거래량,단순 5,20,60,120,
2019/04/16,47400,47400,46800,47250,46820,46780,46032.5,45318.33,43347.5,7730881,9942846,10270380,11663266,11695215,
2019/04/15,47150,47500,47000,47050,46700,46630,45865,45221.67,43319.58,8733019,9772422,10264314,11675945,11696145,
2019/04/12,46050,46900,46000,46850,46620,46430,45697.5,45122.5,43294.58,7668936,9727400,10237107,11721940,11692934,
2019/04/11,46700,46800,46150,46250,46620,46210,45565,45009.17,43272.08,13697399,9902881,10694368,11793875,11698245,
2019/04/10,46400,46700,46050,46700,46760,46070,45445,44913.33,43250,11883995,9693434,10911457,11759936,11640981,
2019/04/09,46700,46950,46200,46650,46740,45935,45302.5,44798.33,43225.83,6878761,9803949,10722674,11807398,11603902,
2019/04/08,47250,47250,46150,46650,46560,45795,45202.5,44680.83,43203.75,8507909,10324335,10950335,11983630,11651919,
2019/04/05,46950,47550,46600,46850,46240,45680,45052.5,44538.33,43174.17,8546339,10095179,11060810,12054441,11742058,
2019/04/04,46150,47100,46150,46950,45800,45650,44900,44403.33,43161.25,12650168,10684254,11019946,12124485,11757016,
2019/04/03,46750,46750,45800,46600,45380,45540,44775,44245,43144.58,12436570,9518481,10939925,12148798,11707927,
2019/04/02,45550,46100,45350,45750,45130,45285,44645,44095,43128.75,9480688,8944783,10828224,12149380,11692157,
2019/04/01,45200,45450,44850,45050,45030,45100,44570,43978.33,43120,7362129,8994608,10884810,12122163,11712029,
2019/03/29,44500,44900,44200,44650,45120,44965,44560,43872.5,43125.42,11491713,9262128,11163030,12164465,11705738,
2019/03/28,44950,45200,44300,44850,45500,44920,44582.5,43765.83,43139.58,6821306,9470967,11766911,12148114,11662932,
2019/03/27,44750,45600,44250,45350,45700,44820,44677.5,43657.5,43152.92,9568081,12334309,11828106,12246220,11700009,
2019/03/26,45500,45700,44900,45250,45440,44670,44747.5,43548.33,43170.83,9729811,12389942,11748979,12248911,11751980,
2019/03/25,45300,45650,44800,45500,45170,44610,44852.5,43438.33,43188.75,8699728,11965892,11636724,12335866,11791539,
2019/03/22,46850,47000,46250,46550,44810,44425,44935,43324.17,43203.33,12535911,11863722,11546527,12389831,11831849,
2019/03/21,44600,46250,44050,45850,44340,44150,44955,43200,43200,21138016,12719372,11354432,12346599,11805445,
2019/03/20,43800,44200,43100,44050,43940,44010,45007.5,43084.17,43197.08,9846242,12099601,10872867,12178334,11712521,
2019/03/19,43750,43900,43550,43900,43900,44005,45102.5,43002.5,43206.25,7609563,11752021,10717624,12206446,11698164,
2019/03/18,43950,44150,43450,43700,44050,44040,45217.5,42920,43222.5,8188876,12516504,10746333,12407483,11738470,
2019/03/15,43800,44250,43700,44200,44040,44155,45335,42858.33,43225.42,16814163,13022210,10864621,12708579,11822546,
2019/03/14,43700,44300,43550,43850,43960,44245,45500,42795.83,43228.33,18039161,11205192,10886880,12628748,11790722,
2019/03/13,44250,44450,43700,43850,44080,44535,45617.5,42735.83,43238.33,8108343,9807309,10549909,12505408,11722610,
2019/03/12,44300,44950,44150,44650,44110,44825,45727.5,42675,43252.08,11431977,10226149,10803710,12618473,11738206,
2019/03/11,44400,44450,43650,43650,44030,45095,45745,42613.33,43254.17,10717408,10062235,10788363,12618492,11795319,
2019/03/08,44450,44800,43800,43800,44270,45445,45802.5,42560.83,43274.58,7729069,10504061,10886953,12677399,11781345,
2019/03/07,43400,44950,43400,44450,44530,45760,45922.5,42521.67,43297.92,11049749,13672112,11294099,12759114,11793103,
2019/03/06,44000,44300,43700,44000,44990,46005,46017.5,42483.33,43324.58,10202544,13071204,11433235,12814081,11757615,
2019/03/05,44600,45100,44150,44250,45540,46200,46125,42470.83,43353.33,10612405,12627805,12004165,12845883,11744220,
2019/03/04,46000,46100,44800,44850,46160,46395,46232.5,42430.83,43388.33,12926539,12002267,12348843,12998602,11768928,
2019/02/28,46400,46500,45100,45100,46620,46515,46265,42402.5,43411.67,23569321,10796113,12513267,12924385,11762818,
2019/02/27,47000,47250,46750,46750,46990,46755,46262.5,42370,43425.83,8045211,7821051,12234747,12647281,11612843,
2019/02/26,47350,47450,46500,46750,47020,46700,46162.5,42308.33,43424.17,7985547,8513353,12971956,12652646,11607183,
2019/02/25,47400,47550,47050,47350,46860,46630,45977.5,42239.17,43420.42,7484716,8264522,13310060,12629770,11584501,
2019/02/22,46500,47150,46450,47150,46630,46395,45710,42156.67,43410.42,6895772,8404325,13489378,12591569,11576983,
2019/02/21,46500,47200,46200,46950,46410,46160,45460,42078.33,43402.5,8694009,9136099,13642807,12576152,11575609,
2019/02/20,46750,47100,46500,46900,46520,46085,45250,41997.5,43395.42,11506720,10849165,13775892,12610745,11600173,
2019/02/19,45850,46150,45450,45950,46380,46030,45020,41929.17,43377.92,6741395,10807769,13752019,12575978,11583619,
2019/02/18,46500,46850,45850,46200,46400,46050,44820,41890.83,43360.42,8183728,12096363,14001794,12589267,11588184,
2019/02/15,46750,46850,45650,46050,46160,46070,44582.5,41854.17,43342.92,10554643,12684627,14017187,12582490,11576726,
2019/02/14,46600,47500,46150,47500,45910,46015,44335,41824.17,43327.92,17259341,13111537,14064093,12504314,11572839,
2019/02/13,46400,46700,46000,46200,45650,45770,43962.5,41767.5,43308.33,11299738,12834069,13800376,12329714,11482421,
2019/02/12,44650,46250,44650,46050,45680,45625,43677.5,41739.17,43298.75,13184367,13340612,13818442,12296570,11469956,
2019/02/11,44500,45000,44250,45000,45700,45325,43365,41725,43293.33,11125044,15027968,13895809,12219373,11499008,
2019/02/08,45700,45700,44650,44800,45980,45025,43095,41713.33,43309.17,12689196,16304155,14212192,12155931,11506390,
2019/02/07,46800,47100,46200,46200,46120,44760,42760,41700.83,43325.83,15872001,17009319,14215560,12154734,11454224,
2019/02/01,46650,46950,46250,46350,45890,44415,42387.5,41664.17,43330,13832454,17434702,14059410,12082768,11397442,
2019/01/31,46650,47050,46150,46150,45570,44010,41942.5,41620.83,43325.42,21621145,19226090,14073235,11980787,11338605,
2019/01/30,44800,46400,44800,46400,44950,43590,41515,41581.67,43322.08,17505980,17851386,13615752,11777548,11227387,
2019/01/29,45050,45500,44350,45500,44070,43095,41132.5,41544.17,43315,16215017,16564406,13132836,11761067,11152845,
2019/01/28,45000,45500,44600,45050,43400,42655,40792.5,41488.33,43323.75,17998914,15314273,12817099,11714535,11080090,
2019/01/25,44300,44750,43750,44750,42940,42155,40452.5,41444.17,43333.75,22789395,13985631,12442685,11708245,10997046,
2019/01/24,43050,43100,42350,43050,42450,41730,40132.5,41404.17,43348.33,14747623,11633603,11938599,11565175,10854827,
2019/01/23,41350,42250,41350,42000,42230,41405,39920,41376.67,43380.42,11071079,11031459,11687695,11560389,10771617,
2019/01/22,42750,42850,41850,42150,42120,41165,39752.5,41360,43421.25,9964356,10515562,11881495,11616103,10740816,
2019/01/21,42700,42750,41900,42750,41910,40760,39577.5,41340.83,43454.58,11355701,10821242,11980158,11772333,10717967,
2019/01/18,42000,42400,41950,42300,41370,40360,39395,41337.5,43482.92,11029256,10947101,11909475,11808452,10692181,
2019/01/17,41700,42100,41450,41950,41010,39875,39225,41350,43517.92,11736903,11073463,11910117,11783484,10690468,
2019/01/16,41150,41450,40700,41450,40580,39440,39085,41376.67,43563.75,8491595,11672422,11899920,11727164,10679949,
2019/01/15,40050,41100,39850,41100,40210,39170,38960,41417.5,43609.17,11492756,13464644,12458929,11716346,10691520,
2019/01/14,40450,40700,39850,40050,39610,38930,38905,41466.67,43654.58,11984996,13717404,13197024,11663928,10687019,
2019/01/11,40350,40550,39950,40500,39350,38750,38925,41535,43702.92,11661063,13870204,13198988,11602615,10661252,
2019/01/10,40000,40150,39600,39800,38740,38535,38912.5,41586.67,43749.17,14731699,14359783,13147873,11522025,10628066,
2019/01/09,38650,39600,38300,39600,38300,38435,38932.5,41653.33,43805,17452708,13907742,13155901,11400406,10601496,
2019/01/08,38000,39200,37950,38100,38130,38340,39000,41726.67,43854.17,12756554,11986733,12854920,11320209,10554625,
2019/01/07,38000,38900,37800,38750,38250,38395,39120,41810,43920,12748997,11415476,12929684,11429675,10541854,
2019/01/04,37450,37600,36850,37450,38150,38430,39255,41919.17,43982.92,14108958,10967805,12923833,11389548,10523351,
2019/01/03,38300,38550,37450,37600,38330,38575,39490,42044.17,44050.83,12471493,10687548,12935773,11267056,10502464,
2019/01/02,39400,39400,38550,38750,38570,38730,39772.5,42162.5,44111.67,7847664,10139156,12917733,11234934,10547232,
2018/12/28,38250,38900,38200,38700,38550,38750,39927.5,42261.67,44171.67,9900267,11559039,13514126,11301895,10540500,
2018/12/27,38700,38800,38100,38250,38540,38880,40150,42378.33,44234.58,10510643,11966509,13442788,11247011,10531137,
2018/12/26,38400,38750,38300,38350,38710,39100,40395,42513.33,44300.42,12707675,11852788,13264411,11177750,10534879,
2018/12/24,38500,39050,38300,38800,38820,39290,40630,42648.33,44360.42,9729530,11519673,13047382,11153797,10538250,
2018/12/21,38200,38650,38100,38650,38890,39430,40820,42793.33,44425.83,14947080,11880361,12891555,11255048,10574668,
2018/12/20,38600,39100,38500,38650,38950,39660,41007.5,42939.17,44493.75,11937617,12825301,12403833,11247212,10556649,
2018/12/19,38900,39350,38850,39100,39220,39845,41197.5,43082.5,44571.25,9942037,15688707,12105492,11273867,10584458,
2018/12/18,38300,39200,38300,38900,39490,40080,41347.5,43200,44637.08,11042101,16105155,12146870,11264291,10595135,
2018/12/17,38650,39600,38650,39150,39760,40405,41542.5,43310,44701.67,11532968,16024488,12065798,11246708,10591348,
2018/12/14,40200,40200,38700,38950,39970,40815,41767.5,43410,44769.17,19671783,16696347,11866086,11189881,10581057,
2018/12/13,40650,40750,40000,40000,40370,41105,42020,43525,44836.67,26254646,15048607,11271353,11069457,10500588,
2018/12/12,40250,40700,40150,40450,40470,41420,42232.5,43592.5,44895,12024279,12648043,10251824,10936512,10389794,
2018/12/11,40600,40700,40200,40250,40670,41690,42415,43660.83,44949.58,10638766,12769584,9989777,10952695,10416408,
2018/12/10,40450,40650,40000,40200,41050,41970,42627.5,43740.83,45002.5,14892263,13511380,9923395,10939812,10466600,
2018/12/07,40900,41400,40850,40950,41660,42210,42877.5,43829.17,45064.58,11433083,12955068,9606410,10857939,10484839,
2018/12/06,40600,41100,40450,40500,41840,42355,43045,43895,45125,14251826,14623555,9400681,10972146,10564327,
2018/12/05,40900,41750,40850,41450,42370,42550,43222.5,43988.33,45199.17,12631983,13467892,9318960,10885291,10546484,
2018/12/04,42650,42900,41900,42150,42710,42615,43350,44074.17,45269.58,14347746,12330115,9265060,10827091,10529311,
2018/12/03,42750,43400,42400,43250,42890,42680,43430,44165.83,45332.08,12110702,11133984,8933354,10701150,10551011,
2018/11/30,43450,44000,41750,41850,42760,42720,43457.5,44235.83,45393.33,19775519,10034446,8799158,10642556,10563339,
2018/11/29,43850,43850,42900,43150,42870,42935,43572.5,44345.83,45472.08,8473511,7117870,8636238,10539255,10474744,
2018/11/28,42800,43200,42750,43150,42730,43045,43522.5,44420.83,45538.33,6943099,6617327,8883719,10601250,10485524,
2018/11/27,42900,43100,42500,43050,42520,43140,43485,44481.67,45606.25,8367091,7382625,9417638,10578405,10536319,
2018/11/26,42150,42800,42100,42600,42470,43285,43450,44540,45670,6613009,7593339,9709543,10561720,10995686,
2018/11/23,42450,42600,41900,42400,42680,43545,43390,44601.67,45727.5,5192638,7778481,10101918,10539233,11111395,
2018/11/22,42000,42650,42000,42450,43000,43735,43320,44664.17,45801.67,5970796,8295379,10562980,10562398,11138793,
2018/11/21,41800,42300,41800,42100,43360,43895,43247.5,44726.67,45883.75,10769589,8274033,11231348,10575066,11170602,
2018/11/20,42450,43000,42100,42800,43760,44085,43270,44793.33,45972.08,9420664,7476784,11369010,10589601,11207582,
2018/11/19,44050,44250,43450,43650,44100,44180,43282.5,44826.67,46043.75,7538720,7454876,11374538,10591261,11198154,
2018/11/16,44600,44750,43700,44000,44410,44195,43277.5,44830,46111.67,7777124,7657645,11415485,10587101,11277794,
2018/11/15,44050,44350,43500,44250,44470,44210,43272.5,44831.67,46161.67,5864067,7565921,11418755,10570961,11288160,
2018/11/14,44500,44500,43800,44100,44430,44000,43262.5,44831.67,46205.42,6783344,8916587,11542938,10641364,11295180,
2018/11/13,43900,44500,43400,44500,44410,43830,43265,44849.17,46249.58,9311126,9870717,11619080,10635129,11325031,
2018/11/12,43850,45250,43700,45200,44260,43615,43220,44858.33,46294.17,8552566,9551217,11494808,10643341,11380094,
2018/11/09,44450,44850,43900,44300,43980,43235,43150,44861.67,46327.5,7318500,9726059,11438905,10778642,11464732,
2018/11/08,44900,45050,44050,44050,43950,42905,43135,44905,46375.83,12617397,11565782,11705026,10856849,11527989,
2018/11/07,43600,44500,43400,44000,43570,42600,43087.5,44950.83,46436.25,11553998,11726929,12040383,10753714,11508802,
2018/11/06,43750,43800,42950,43750,43250,42455,43152.5,44995.83,46499.58,7713625,12940425,11979750,10712117,11528396,
2018/11/05,43750,43800,42900,43800,42970,42385,43212.5,45030,46559.17,9426777,14238738,11932042,10696423,11598518,
2018/11/02,43050,44250,42800,44150,42490,42360,43257.5,45062.5,46632.5,16517112,15245487,11987912,10677226,11712501,
2018/11/01,42450,42950,42150,42150,41860,42335,43285,45085.83,46697.08,13423132,14824837,11755322,10544623,11904570,
2018/10/31,42900,43350,41700,42400,41630,42525,43462.5,45159.17,46787.5,17621480,16007845,11414525,10445646,11792711,
2018/10/30,41400,43000,41000,42350,41660,42700,43660,45223.33,46875.83,14205190,15188114,10851200,10285848,11645865,
2018/10/29,40850,41950,40550,41400,41800,42825,43865,45292.5,46964.58,14460521,14253322,10704467,10144479,11527488,
2018/10/26,41100,41300,40400,41000,42230,43065,44170,45384.17,47061.25,14413864,13032748,10771670,9982844,11659574,
2018/10/25,40600,41550,40550,41000,42810,43365,44490,45482.5,47154.08,19338170,11718479,10774822,9865529,11689847,
2018/10/24,43050,43100,42250,42550,43420,43575,44802.5,45568.33,47232.42,13522825,9520390,10484762,9663601,11667150,
2018/10/23,43300,43450,42550,43050,43740,43850,44982.5,45628.33,47298.33,9531231,8477063,10276993,9575910,11685879,
2018/10/22,43450,43950,43200,43550,43850,44040,45105,45685.83,47372.08,8357648,7935953,10299786,9597452,11703277,
2018/10/19,43900,44150,43450,43900,43900,44155,45185,45750.83,47439.33,7842520,7751327,10288073,9632734,11731638,
2018/10/18,43950,44450,43700,44050,43920,44235,45282.5,45800.83,47513.33,8347725,8711005,10518264,9666694,11809539,
2018/10/17,44150,44500,44000,44150,43730,44400,45282.5,45842.5,47574.25,8306193,10906367,11014775,9710109,11852163,
2018/10/16,43700,44150,43350,43600,43960,44620,45302.5,45870.83,47622.83,6825677,11313398,11249229,9719889,11847711,
2018/10/15,44050,44050,43350,43800,44230,44905,45375,45911.67,47679,7434522,11300156,11401234,9734106,11856476,
2018/10/12,43200,44650,43200,44000,44410,45275,45460,45956.67,47729,12640906,11922084,11528500,9802587,11880174,
2018/10/11,44000,44650,43100,43100,44550,45615,45505,45981.67,47770.67,19324537,11766968,11810730,9789040,11878718,
2018/10/10,45250,45500,44500,45300,45070,46030,45655,46030,47818.67,10341349,9223499,11296531,9654033,11801440,
2018/10/08,44200,45200,44200,44950,45280,46115,45720,46046.67,47848.5,6759464,8426225,11236464,9657155,11806798,
2018/10/05,44800,45500,44550,44700,45580,46170,45855,46057.5,47883.92,10544165,9328436,11238053,9737871,11833389,
2018/10/04,45150,45600,44700,44700,46140,46215,45992.5,46060.83,47914.75,11865327,10380520,11140599,9859530,11849960,
2018/10/02,46450,46700,45700,45700,46680,46330,46180,46081.67,47948.42,6607188,10902836,11226205,9779104,11861463,
2018/10/01,46450,46800,45800,46350,46990,46165,46277.5,46090.83,47958.58,6354983,12288791,11505508,9815264,11909604,
2018/09/28,47250,47250,46300,46450,46950,45985,46300,46087.5,47973.33,11270515,12891285,11466377,9892008,11963048,
2018/09/27,46950,47500,46450,47500,46760,45845,46305,46072.5,47990.75,15804586,12634600,11271150,9922704,11928424,
2018/09/21,46550,47550,46550,47400,46290,45645,46245,46058.33,48005.08,14476906,11098360,10744110,9894288,11861529,
2018/09/20,46850,47600,46400,47250,45980,45395,46182.5,46048.33,48018.75,13536966,10692248,10349391,9866086,11824780,
2018/09/19,46000,46200,45700,46150,45340,45280,46130,46060,48030.83,9367454,11640443,10009089,9895050,11838300,
2018/09/18,44950,45900,44700,45500,45020,45325,46127.5,46074.17,48062.75,9987090,12366006,10122799,9925978,11859188,
2018/09/17,45550,45800,44900,45150,44930,45540,46092.5,46093.33,48102.58,8123384,12341746,10099458,9935988,11859777,
2018/09/14,45000,45850,44900,45850,45000,45770,46027.5,46128.33,48140.67,12446344,12713037,10057745,9972232,11915873,
2018/09/13,44550,44750,44000,44050,44810,46030,45940,46148.33,48190.08,18277942,13880869,9775865,9931719,11882605,
2018/09/12,44900,45100,44500,44550,45220,46390,45950,46197.5,48248.5,12995269,12033392,9366380,9843075,11804498,
2018/09/11,45550,45900,45050,45050,45630,46615,45980,46238.33,48303.92,9865790,11262337,9037079,9880120,11764482,
2018/09/10,45450,45550,45000,45500,46150,46765,45980,46264.17,48351.33,9979838,10647430,9033981,9993388,11750757,
2018/09/07,44500,45200,44400,44900,46540,46845,45975,46300,48398.33,18285508,10370480,9368521,10111739,11769133,
2018/09/06,46200,46400,45800,46100,47250,46970,46075,46355,48453.67,9040553,9428869,9054790,10156509,11690774,
2018/09/05,47300,47450,46400,46600,47560,46980,46110,46410,48500.83,9139998,10059404,8924230,10207676,11721380,
2018/09/04,47550,47800,47200,47650,47600,46930,46115,46465,48543,6791255,9345880,8920138,10231531,11812702,
2018/09/03,48200,48300,47300,47450,47380,46645,46022.5,46498.33,48560.42,8595084,9460824,8919175,10400872,11828516,
2018/08/31,47100,48450,47000,48450,47150,46285,45937.5,46550.83,48579.5,13577454,8794563,8903168,10484121,11876094,
2018/08/30,46950,47950,46700,47650,46690,45850,45792.5,46598.33,48585.75,12193231,7395580,8652341,10410232,11925146,
2018/08/29,46750,46800,46400,46800,46400,45510,45737.5,46655.83,48593.83,5572374,6303117,8416904,10369798,12002094,
2018/08/28,46800,46950,46300,46550,46260,45345,45710,46730.83,48595.67,7365976,7516973,8539966,10494233,12084186,
2018/08/27,46100,46550,46000,46300,45910,45195,45707.5,46800,48584.42,5263782,7947832,8457819,11429652,12140310,
2018/08/24,45900,46400,45550,46150,45420,45105,45737.5,46853.33,48582.08,6582535,8352901,8432753,11683557,12206991,
2018/08/23,46150,46200,45700,46200,45010,45180,45775,46939.17,48589.67,6730918,8398143,8472373,11715189,12278490,
2018/08/22,45150,46200,44900,46100,44620,45240,45772.5,47040.83,48599.5,11641656,9069605,8496951,11766137,12304320,
2018/08/21,43700,44900,43700,44800,44430,45300,45775,47150.83,48610.17,9520270,8023126,8327936,11825564,12286978,
2018/08/20,43500,44200,43500,43850,44480,45400,45860,47260.83,48630.33,7289124,8079838,8393112,11805047,12311170,
2018/08/17,44050,44400,44050,44100,44790,45590,46040,47393.33,48654.58,6808747,9956142,8552383,11968487,12324344,
2018/08/16,43800,44650,43700,44250,45350,45735,46180,47491.67,48681.08,10088229,10996570,8705952,12005358,12374939,
2018/08/14,44850,45400,44850,45150,45860,45965,46295,47579.17,48707.33,6409259,10264791,8749173,11948997,12375226,
2018/08/13,44950,45100,44650,45050,46170,46075,46330,47650,48734.25,9803831,10794574,8873358,12014933,12449761,
2018/08/10,46150,46400,44850,45400,46320,46220,46380,47730,48767.17,16670643,10188204,8767102,12116847,12525611,
2018/08/09,47000,47050,46450,46900,46390,46370,46435,47793.33,48785,12010886,8509064,8510739,12150822,12544383,
2018/08/08,47000,47000,46550,46800,46120,46370,46365,47846.67,48775.17,6429338,7819072,8501600,12199129,12575583,
2018/08/07,46300,46750,45900,46700,46070,46305,46325,47921.67,48757.67,9058174,8030104,8741337,12263890,12667547,
2018/08/06,46150,46150,45750,45800,45980,46250,46305,48003.33,48751.83,6771979,7825191,8814862,12344675,12785821,
2018/08/03,45850,45900,45450,45750,46120,46320,46295,48088.33,48751.83,8274944,7615402,9056386,12500613,12924788,
2018/08/02,46550,46800,45500,45550,46350,46490,46252.5,48202.5,48765.75,8560924,6912905,9534824,12747776,13017551,
2018/08/01,46050,46850,46050,46550,46620,46625,46272.5,48308.33,48785.5,7484499,6675709,9458767,13264517,13182526,
2018/07/31,46200,46450,46000,46250,46540,46625,46257.5,48415.83,48795.08,8033607,6623304,9523380,13139776,13363991,
2018/07/30,46550,46800,46350,46500,46520,46585,46252.5,48528.33,48824.83,5723035,6668855,9669682,13005882,13527123,
2018/07/27,46450,47000,46450,46900,46520,46540,46205,48636.67,48853.17,4762460,7689004,10039143,12910498,14018442,
2018/07/26,46100,47000,46000,46900,46630,46500,46192.5,48738.33,48877.33,7374946,8831422,10506002,13336304,14081126,
2018/07/25,46250,46550,45900,46150,46630,46360,46187.5,48825.67,48913.33,7222471,9332458,10776495,13514164,14118325,
2018/07/24,46350,46600,45950,46150,46710,46345,46277.5,48896.5,48951.92,8261363,10078493,11179109,13670700,14144389,
2018/07/23,47100,47200,46150,46500,46650,46360,46320,48968.33,48986.17,10823782,10204811,11327199,13795849,14168547,
2018/07/20,47000,47600,46700,47450,46560,46270,46327.5,49058.33,49009.83,10474547,9575798,11315395,13809102,14157936,
2018/07/19,47050,47200,46600,46900,46370,46015,46317.5,49127.83,49024.08,9880128,9789567,11306568,13830543,14183421,
2018/07/18,46700,47200,46450,46550,46090,45920,46325,49225.83,49035.25,10952645,10179162,11313339,13952383,14205427,
2018/07/17,46150,46200,45600,45850,45980,45890,46347.5,49306,49058.33,8892953,10233448,11413672,13994216,14190988,
2018/07/16,46800,46800,46000,46050,46070,45920,46405,49374.83,49092.08,7678719,10560591,11729923,13975534,14240621,
2018/07/13,45800,46500,45750,46500,45980,45870,46432.5,49446.33,49121.83,11543389,11345340,12179081,13978846,14268740,
2018/07/12,45900,46250,45450,45500,45660,45885,46490,49501.33,49151,11828104,12605403,12455956,13957761,14342459,
2018/07/11,46400,46450,45400,46000,45750,46015,46625,49559.67,49176.33,11224077,11647737,12913137,13968397,14328025,
2018/07/10,46200,46550,46100,46300,45800,46210,46795,49607.33,49194.67,10528665,11158274,12957462,13948847,14461744,
2018/07/09,45500,46100,45200,45600,45770,46280,46975,49650.33,49210.83,11602464,11244472,12959594,13956442,14583370,
2018/07/06,45500,45850,44650,44900,45760,46385,47177.5,49710.33,49237.83,17843706,11546430,13227056,13928907,14641407,
2018/07/05,46100,46550,45600,45950,46110,46620,47462.5,49768.67,49283.67,7039773,10797616,13014372,13840391,14642822,
2018/07/04,46700,47050,46050,46250,46280,46730,47730,49815.17,49334.25,8776763,11946621,13119588,13943821,14654021,
2018/07/03,45750,46450,45750,46150,46620,46805,47972.5,49826.33,49383.17,10959655,13246219,13169109,14003945,14659891,
2018/07/02,46500,47150,45500,45550,46790,46890,48230,49859.17,49424.25,13112253,13298921,13273051,14034088,14666023,
2018/06/29,46250,47150,46200,46650,47010,46995,48487.5,49909,49474.83,14099635,12794013,15791994,13934145,14640200,
2018/06/28,46850,47150,46600,46800,47130,47095,48630,49951.83,49511.25,12784800,12033687,16111917,13828769,14593322,
2018/06/27,47450,48500,47000,47950,47180,47235,48855,49989.17,49545.92,15274752,11479835,15896699,13783473,14561660,
2018/06/26,45900,47300,45900,47000,46990,47380,49072.5,50001.67,49557.67,11223166,11016748,15622352,13781551,14523901,
2018/06/25,47050,47050,46150,46650,46990,47670,49357.5,50051.33,49567.67,10587711,11815709,15821557,13792398,14564040,
2018/06/22,47000,47250,46200,47250,46980,47970,49595,50111.83,49593.08,10298006,13030541,15706635,13783565,14569139,
2018/06/21,47900,47900,47050,47050,47060,48305,49822.5,50153,49608.83,10015541,14387118,16046509,13859515,14613525,
2018/06/20,47450,47600,46850,47000,47290,48730,49970,50231.83,49640.75,12959316,16578356,15996782,13833491,14614067,
2018/06/19,47200,47350,46500,47000,47770,49140,50095,50299.5,49678.75,15217971,16408606,15684145,13765922,14605894,
2018/06/18,47600,47650,46200,46600,48350,49570,50215,50369.5,49713.75,16661870,15479274,15441518,13648843,14540330,
2018/06/15,48500,48700,47650,47650,48960,49980,50377.5,50438.5,49747.25,17080892,15537242,15404359,13508126,14525886,
2018/06/14,49000,49000,48200,48200,49550,50165,50455,50496.67,49775.67,20971729,14839066,15485772,13426526,14552798,
2018/06/12,49700,49800,49250,49400,50170,50475,50550,50552.33,49801.67,12110569,12473541,15182649,13225038,14472481,
2018/06/11,49750,50300,49350,49900,50510,50765,50645,50591.67,49824.17,10571312,12004861,15092870,13235083,14444602,
2018/06/08,50200,50400,49600,49650,50790,51045,50730,50621,49839.83,16951706,12498298,15259568,13393873,14424223,
2018/06/07,51800,51800,50500,50600,51000,51220,50792.5,50622.5,49859.42,13590016,21806179,15218398,13256160,14377046,
2018/06/05,51100,51400,50400,51300,50780,51340,50892.5,50608.17,49860.58,9144100,23187795,15694133,13268067,14356009,
2018/06/04,50800,51200,50700,51100,50780,51210,50922.5,50573.17,49849.92,9767171,23055063,17215198,13440059,14370552,
2018/06/01,50500,51700,49950,51300,51020,51050,51017.5,50531.83,49851.25,13038499,23059193,16726839,13634390,14366880,
2018/05/31,50400,50800,49850,50700,51300,50860,51102.5,50460.5,49851.58,63491109,23492946,16074914,13674138,14382101,
2018/05/30,51300,51500,49100,49500,51440,50775,51217.5,50368.83,49852.75,20498098,12452579,12900359,12850969,13960247,
2018/05/29,52200,52500,51300,51300,51900,50745,51392.5,50310.83,49863.58,8480437,11772058,13390994,12730425,14036381,
2018/05/28,52500,53000,52000,52300,51640,50625,51434.5,50240.17,49874.42,9787820,11880170,13869299,12841791,14045629,
2018/05/25,51000,52800,50800,52700,51080,50525,51339.5,50158.17,49882.58,15207266,11263920,14210638,12842503,14076559,
2018/05/24,52000,52000,51100,51400,50420,50415,51227.5,50069.5,49882.08,8289275,10295555,14238790,12748393,14100906,
2018/05/23,50600,52000,50400,51800,50110,50365,51252.5,49999.83,49915.92,17095490,11821436,14405276,12817293,14069630,
2018/05/21,49650,50200,49100,50000,49590,50445,51243.5,49915.83,49945.08,9020998,12144167,14138552,12680201,13979442,
2018/05/18,49900,49900,49350,49500,49610,50635,51382.5,49870.5,49994.75,6706570,13321822,14547029,12744521,13970542,
2018/05/17,50300,50500,49400,49400,49970,50985,51475.5,49835.5,50042.92,10365440,14043508,14884831,12801454,14000693,
2018/05/16,49200,50200,49150,49850,50410,51345,51504.5,49818.5,50091.25,15918683,14751472,14755159,12884588,13993254,
2018/05/15,50200,50400,49100,49200,50620,51660,51529,49804.33,50141,18709146,14793397,14353097,12934375,13950041,
2018/05/14,51000,51100,49900,50100,51300,52040,51559,49776.67,50195.83,14909272,15672511,13931555,12937943,13857804,
2018/05/11,52000,52200,51200,51300,51660,52244,51504,49703.67,50239.5,10314997,20603735,13809404,12952038,13807034,
2018/05/10,51700,51700,50600,51600,52000,52154,51382,49593.67,50278,13905263,18540736,13796209,13071205,13777118,
2018/05/09,52600,52800,50900,50900,52280,52040,51246,49500.33,50317.83,16128305,15759683,13650163,13226968,13734629,
2018/05/08,52600,53200,51900,52600,52700,52140,51161,49415.33,50363.67,23104720,12534022,13341268,13348964,13656467,
2018/05/04,53000,53900,51800,51900,52780,52042,50951,49329,50394.83,39565391,13975238,12812667,13287326,13563878,
2018/05/03,53000,53000,53000,53000,52828,52130,50793,49262.67,50435.33,0,9671470,11496678,13100534,13305168,
2018/05/02,53000,53000,53000,53000,52308,51966,50489,49174.33,50461.17,0,12994390,12115888,13588207,13367373,
2018/04/30,53000,53000,53000,53000,51800,51664,50245,49121.33,50489.33,0,16148450,12754300,14048364,13442380,
